Weblink	Agency Name	NTD ID	Status
https://mjcaction.com/MJC_GTFS_Public/pacific_google_transit.zip	Pacific Transit	322	TRUE
https://business.wsdot.wa.gov/Transit/csv_files/TranGO/trango.zip	Okanogan County Transportation & Nutrition	332	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11599/google_transit.zip	Selkirks-Pend Oreille Transit Authority	341	TRUE
https://bethel.govoffice.com/vertical/Sites/%7B86032ACB-92B0-4505-919A-3F45B84FECD9%7D/uploads/bts_gtfs.zip	City of Bethel	387	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11730/google_transit.zip	Lower Elwha Klallam Tribe	401	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11688/shoshone-idaho-id-us.zip	Shoshone County	404	TRUE
http://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/7841/MTA_GTFS_October_2023.zip	Manchester Transit Authority	10002	TRUE
https://passio3.com/brockton/passioTransit/gtfs/google_transit.zip	Brockton Area Transit Authority	10004	TRUE
https://www.avcog.org/DocumentCenter/View/5106	Lewiston-Auburn Transit Committee	10015	TRUE
https://transitfeeds.com/p/green-mountain-transit-agency/561/latest/download	Green Mountain Transit Authority	10066	TRUE
https://coastbus.org/sites/default/files/google_transit/google_transit.zip	Cooperative Alliance for Seacoast Transportation	10086	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/0/Nashua_Transit_System_GTFS.zip	City of Nashua	10087	TRUE
https://hosted-gtfs-feeds.s3.amazonaws.com/Milford/gtfs.zip	Milford Transit District	10107	TRUE
https://vc.mwrta.com/gtfs/google_transit.zip	MetroWest Regional Transit Authority	10118	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11637/google_transit.zip	University Of New Hampshire	10119	TRUE
https://hosted-gtfs-feeds.s3.amazonaws.com/NWCTD/gtfs.zip	Northwestern CT Transit District	10131	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11782/fare_attributes.zip	Boston Express Bus, Inc.	10133	TRUE
https://urldefense.com/v3/__https://data.trilliumtransit.com/gtfs/marthasvineyard-ma-us/marthasvineyard-ma-us.zip__;!!CPANwP4y!X-aqxliu4aBIhTeYl7TllDnnh8_JqRdUM3Uk7FGFIab2jlMUKcQmME2W7GcgBLYtJvWHzXpxNXTDaauKFn0-fA92LWkDX66uUTY$	Martha's Vineyard Transit Authority	10145	TRUE
https://hosted-gtfs-feeds.s3.amazonaws.com/NECTD/gtfs.zip	Northeastern Connecticut Transit District	10156	TRUE
http://www.swrpc.org/wp-content/uploads/2024/03/HCS_GTFS.zip	VNA Home Healthcare, Hospice & Community Service	10159	TRUE
https://urldefense.com/v3/__https://data.trilliumtransit.com/gtfs/concordareatransit-nh-us/concordareatransit-nh-us--flex-v2.zip__;!!Oai6dtTQULp8Sw!SiqgfgtOP--5TazUVhBYUWuPeyRsHghQJcgQCRDyybYDv5pLQ2gKB9w7gje_fPLQ0eGfHw_lc1Yq31IxXxPzl-s$	Belknap-Merrimack CAP/Concord Area Transit	10161	TRUE
https://urldefense.com/v3/__https://nrtawave.transloc.com/gtfsdownload.aspx__;!!CPANwP4y!VRSFY8wNEXwkMyG3a-Qprr1ig2QbmGMCGUZpVqAgHi_56fDvnOX-YmYANC2nZdvCHt4HBEJ-nYy_rCGzbAr9jO_geEWEpE5hxXfbig$	Nantucket Regional Transit Authority	10162	TRUE
https://urldefense.com/v3/__https://data.trilliumtransit.com/gtfs/frta-ma-us/frta-ma-us.zip__;!!CPANwP4y!Wa-jCgfZhLYblD5vrP2a_soV2UGxYaTp4DDsVQwraSGRp2FSm4bcwfD1Vmsd-37dh5OEPe1mGW3fI9CwZ_jnvx0kmiA$	Franklin Regional Transit Authority	10173	TRUE
https://www-steamship-assets.s3.amazonaws.com/versioned_downloadable_forms/path/google_transit.zip	Woods Hole, Martha's Vineyard and Nantucket Steamship Authority	10183	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11763/mptn_gtfs.zip	Mashantucket Pequot Tribal Nation	11152	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11917/sct_agency.zip	Southwestern Community Services Transportation	11156	TRUE
https://www.cdta.org/schedules/google_transit.zip	Capital District Transportation Authority	20002	TRUE
https://s3.amazonaws.com/datatools-511ny/public/Chemung_C_TRAN.zip	Chemung County	20005	TRUE
https://data.cityofnewyork.us/download/b57i-ri22/application%2Fx-zip-compressed	New York City Department of Transportation	20082	TRUE
https://rrgtfsfeeds.s3.amazonaws.com/google_transit.zip	MTA Long Island Rail Road	20100	TRUE
https://www.njtransit.com/Academy_bus_data.zip	Academy Lines, Inc.	20122	TRUE
https://www.njtransit.com/LakelandBusLines_bus_data.zip	Lakeland Bus Lines, Inc.	20163	TRUE
https://www.njtransit.com/Trans-Bridge_bus_data.zip	Trans-Bridge Lines, Inc. 	20169	TRUE
https://mjcaction.com/MJC_GTFS_Public/b110_gtfs.zip	Private Transportation Corporation	20175	TRUE
https://cmscdn.trailways.com/gtfs/trailways_gtfs.zip	Adirondack Transit Lines, Inc.	20177	TRUE
https://www.njtransit.com/TuckertonSeaport_bus_data.zip	Port Imperial Ferry Corporation	20190	TRUE
https://www.njtransit.com/BurlingtonShuttles_bus_data.zip	County of Burlington	20208	TRUE
https://www.njtransit.com/SomersetCounty_bus_data.zip	Somerset County	20209	TRUE
https://www.njtransit.com/broadway_bus_data.zip	Broadway Bus Corporation	20220	TRUE
https://www.cmlf.com/sites/default/files/2024-05/CMLF_GTFS.zip	Cape May Lewes Ferry	20223	TRUE
https://seastreak.com/api/transit/google_transit.zip	SeaStreak, LLC	20226	TRUE
https://www.njtransit.com/WCT_bus_data.zip	Warren County	20928	TRUE
https://www.njtransit.com/sussexcounty_bus_data.zip	Sussex County	20950	TRUE
https://passio3.com/senecanation/passioTransit/gtfs/google_transit.zip	Seneca Nation of Indians	22929	TRUE
https://gtfs.krt.cadavl.com/KRT/GTFS/GTFS_KRT.zip	Kanawha Valley Regional Transportation Authority	30001	TRUE
https://www.tta-wv.com/Feed.zip	The Tri-State Transit Authority	30002	TRUE
http://gltconline.com/wp-content/uploads/2023/08/GLTC-GTFS-Zip-8.30.2023.zip	Greater Lynchburg Transit Company	30008	TRUE
https://realtimelanta.availtec.com/InfoPoint/gtfs-zip.ashx	Lehigh and Northampton Transportation Authority	30010	TRUE
https://emta.availtec.com/InfoPoint/gtfs-zip.ashx	Erie Metropolitan Transit Authority	30013	TRUE
https://www3.septa.org/developer/google_rail.zip	Southeastern Pennsylvania Transportation Authority	30019	TRUE
https://www3.septa.org/developer/google_bus.zip	Southeastern Pennsylvania Transportation Authority	30019	TRUE
https://my.ridervt.com/InfoPoint/GTFS-Zip.ashx	River Valley Transit Authority	30026	TRUE
https://api.wmata.com/gtfs/rail-gtfs-static.zip?api_key=88d2a4eec0464bfbb514a4c246b8ca8b	Washington Metropolitan Area Transit Authority	30030	TRUE
https://api.wmata.com/gtfs/bus-gtfs-static.zip?api_key=88d2a4eec0464bfbb514a4c246b8ca8b	Washington Metropolitan Area Transit Authority	30030	TRUE
https://www.washco-md.net/wp-content/uploads/WCT_feed_2023_07_09_w_shapes.zip.	Washington County 	30042	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11772/JauntGTFS.zip	JAUNT, Inc.	30045	TRUE
https://catabus.com/wp-content/uploads/google_transit.zip	Centre Area Transportation Authority	30054	TRUE
https://omniride.com/about/tools/omniride-gtfs-file/	Potomac and Rappahannock Transportation Commission	30070	TRUE
https://www.dashbus.com/google_transit.zip	City of Alexandria 	30071	TRUE
https://irp.cdn-website.com/01b71e6f/files/uploaded/EPTA_feed_2023_11_28_w_shapes_v2.zip	Eastern Panhandle Transit Authority	30090	TRUE
https://www.freedom-transit.org/GTFS/FREEDOMTRANSIT_GTFS.zip	Washington County Transportation Authority	30111	TRUE
https://dccirculator.com/wp-content/uploads/2024/02/S82_GTFSExport.zip	District Department of Transportation	30112	TRUE
https://urldefense.com/v3/__https:/mjcaction.com/MJC_GTFS_Public/dcstreetcar_gtfs.zip__;!!F0VOY_S2!fQczHuFqJ8WJhgTV8QdEKVFygXGK6E63pnJb61BvSQz4bEJIiGtATssJkRCwpF8Mh-IE7A7oYL0rHc6m8lwbxg$	District Department of Transportation	30112	TRUE
https://lats.rideralerts.com/infopoint/gtfs-zip.ashx	Borough of Mt. Carmel	30116	TRUE
https://countryroadstransit.com/wp-content/uploads/feedCRT.zip	Randolph County Senior Center 	30122	TRUE
https://tawc.rideralerts.com/InfoPoint/gtfs-zip.ashx	Warren County Transit Authority	30124	TRUE
https://www.aacounty.org/gtfs	Anne Arundel County	30129	TRUE
https://ponytracker.availtec.com/InfoPoint/gtfs-zip.ashx	Monroe County Transportation  Authority	30137	TRUE
https://data.trilliumtransit.com/gtfs/ponyexpress-va-us/ponyexpress-va-us.zip	Town of Chincoteague	30147	TRUE
https://best.rideralerts.com/infopoint/gtfs-zip.ashx	Endless Mountains Transportation Authority	30170	TRUE
https://tact.rideralerts.com/infopoint/gtfs-zip.ashx	Mid-County Transit Authority	30194	TRUE
https://www.suffolkva.us/DocumentCenter/View/5568/Suffolk-Transit-GTFS	City of Suffolk	30198	TRUE
https://passio3.com/Beckley/passioTransit/gtfs/google_transit.zip	New River Transit Authority	30199	TRUE
https://transportation.baltimorecity.gov/files/ccc-gtfs-january-2024zip	City of Baltimore	30201	TRUE
https://busfinder.redrosetransit.com/InfoPoint/gtfs-zip.ashx	South Central Transit Authority	30202	TRUE
https://realtime.rabbittransit.org/infopoint/gtfs-zip.ashx	Susquehanna Regional Transportation Authority	30206	TRUE
https://britebus.org/gtfs/brite.zip	Central Shenandoah Planning District Commission	30989	TRUE
https://knoxville.syncromatics.com/gtfs	City of Knoxville	40002	TRUE
https://www.wegotransit.com/GoogleExport/google_transit.zip	Metropolitan Transit Authority	40004	TRUE
http://gtfsrealtime.ridetarc.org/feed/google_transit.zip	Transit Authority of River City	40018	TRUE
https://itsmarta.com/google_transit_feed/google_transit.zip	Metropolitan Atlanta Rapid Transit Authority	40022	TRUE
https://metracolumbus.com/gtfs	Columbus Consolidated Government	40024	TRUE
https://ftis.org/PostFileDownload.aspx?id=717A0	Pinellas Suncoast Transit Authority	40027	TRUE
https://www.leegov.com/leetran/PublishingImages/GTFS.zip	Lee County 	40028	TRUE
https://www.arcgis.com/sharing/rest/content/items/acd9791dc1fd49a8aaeaab261dd61b89/data	Broward County Board of County Commissioners	40029	TRUE
https://www.votran.org/core/fileparse.php/6120/urlt/google_transit-28.zip	County of Volusia	40032	TRUE
https://www.palmtran.org/feed/google_transit.zip	Board of County Commissioners, Palm Beach County	40037	TRUE
https://maxtransit.org/wp-content/uploads/2023/05/google_transit.zip	Birmingham-Jefferson County Transit Authority	40042	TRUE
https://mychtransit.org/gtfs	Town of Chapel Hill	40051	TRUE
https://www.johnsoncitytransit.org/google_transit.zip	City of Johnson City	40054	TRUE
https://www.bristoltn.org/DocumentCenter/View/10245/btt-bristol-tn-us	City of Bristol Tennessee	40055	TRUE
https://res2.yourwebsite.life/res/605995d1530fd500214c97ba/65d93f37ca8ed2000ecad7f6	Pee Dee Regional Transportation Authority	40056	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11658/jta_tn_gtfs.zip	Jackson Transit Authority	40057	TRUE
https://api.transloc.com/gtfs/hct.zip	City of Hattiesburg	40060	TRUE
https://321transit.com/wp-content/uploads/2024/04/gtfs_151.zip	Brevard Board of County Commissioners	40063	TRUE
https://maps.huntsvilleal.gov/GoogleTransit/google_transit.zip	City of Huntsville, Alabama	40071	TRUE
https://apps.tri-rail.com/gtdf/current/google_transit.zip	South Florida Regional Transportation Authority	40077	TRUE
https://api.transloc.com/gtfs/kats.zip	City of Kingsport	40080	TRUE
https://www.clarksvilletn.gov/DocumentCenter/View/7132/CTS-082021-GTFS-Data	City of Clarksville	40092	TRUE
http://trackmygta.com/gtfs	City of Greensboro 	40093	TRUE
https://api.tost.app/v1/gtfs/download?agencyId=9cde559d-1a95-4baa-8070-cffd2bde0007	City of Spartanburg South Carolina 	40101	TRUE
https://ftis.org/ftde/40104-IndianRiverTransit/gtfs.zip	Indian River County	40104	TRUE
https://Goforwardnc.org/gtfs/google_transit.zip	Research Triangle Regional Public Transportation Authority	40108	TRUE
http://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11526/MUVB_GTFS.zip	Municipality of Vega Baja	40117	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11754/EC_Rider_From_ModifiedStopTimes.gdb.zip	Okaloosa County Board of County Commissioners	40128	TRUE
https://www.dcridestracker.com/gtfs	Davidson County 	40131	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11391/MunBayamonGTFS.zip	Municipality of Bayamon	40137	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11952/hat_gtfs.zip	City of Gainesville	40144	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11581/fare_attributes.zip	St Johns County, Florida	40155	TRUE
http://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/7972/BFE_GTFS.zip	Lower Savannah COG	40156	TRUE
https://ridelakexpress.com/gtfs/gtfs.zip	Lake County Board of County Commissioners	40158	TRUE
https://urldefense.com/v3/__https:/passio3.com/concordKat/passioTransit/gtfs/google_transit.zip__;!!BPuuLCf0nw!bFPegCjAnLhUnQF1JMMGCmL7g4dwMW5erCsLqiF882MJmM3b34AJREfvAALJR-AjHzSkADMHU0RVdfLxW5GVgD4HfCV82ZgX$	City of Concord	40167	TRUE
https://partbustracker.com/gtfs	Piedmont Authority for Regional Transportation	40173	TRUE
https://gobg.ridesystems.net/Secure/Admin/Reports/GTFSDownload.aspx	City of Bowling Green	40184	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11872/vitran_gtfs.zip	Government of the Virgin Islands	40188	TRUE
https://www.lakewaytransit.com/_files/archives/880354_3dae1835a9c04b40ac803540a92adf83.zip?dn=export-2023-11-27T08-41-59.zip	East Tennessee Human Resource Agency, Inc.	40190	TRUE
https://api.transloc.com/gtfs/liberty.zip	City of Hinesville, Georgia	40193	TRUE
http://data.trilliumtransit.com/gtfs/tricountylink-sc-us/tricountylink-sc-us.zip	Berkeley Charleston Dorchester RTMA	40206	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11651/Miramarfl_gtfs.zip	City of Miramar 	40241	TRUE
http://mylinktransit.org/gtfs	City Of Burlington	40252	TRUE
https://gocary.org/_gtfs	Town of Apex	40277	TRUE
https://ftis.org/FTDE/4R02-40920-RideSolution/google_transit.zip	Ride Solution	40920	TRUE
https://www.sethratransit.org/s/SETHRA_GTFS.zip	Southeast Tennessee Human Resource Agency-Rural Division	40989	TRUE
https://ftis.org/FTDE/4R02-40999-SumterCountyBoardofCountyCommissioners/google_transit.zip	Sumter County Board of County Commissioners	40999	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11892/maysville_ky_gtfs.zip	City of Maysville	41032	TRUE
https://ftis.org/FTDE/4R02-41060-CityofKeyWestDepartmentofTransportation/google_transit.zip	City of Key West	41060	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11923/glasgow_gtfs.zip	City of Glasgow	41083	TRUE
https://gatlinburg.connexionz.net/rtt/public/resource/gtfs.zip	City of Gatlinburg	41102	TRUE
https://pigeonforge.connexionz.net/rtt/public/resource/gtfs.zip	City of Pigeon Forge	41136	TRUE
https://ftis.org/FTDE/4R02-41153-BigBendTransit/google_transit.zip	Big Bend Transit	41153	TRUE
https://ftis.org/FTDE/4R02-41170-BakerCouncilonAging/google_transit.zip	Baker Council on Aging	41170	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11865/watertrolley_ftl_gtfs.zip	City of Fort Lauderdale	44929	TRUE
https://ftis.org/FTDE/4R02-44938-CentralFloridaRegionalPlanningCouncil/google_transit.zip	Central Florida Regional Planning Council	44938	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11892/SCOT_GTFS.zip	City of Scottsville	44944	TRUE
https://ftis.org/FTDE/4R02-44980-HendryCoBOCC/google_transit.zip	Hendry Co. BOCC	44980	TRUE
https://greenbaywi.gov/DocumentCenter/View/12124/Transit-Data-October-2023	City of Green Bay	50002	TRUE
https://static.cityoflacrosse.org/mtu/GTFS_Feed_CityofLaCrosse.zip	City of La Crosse	50004	TRUE
https://racine.connexionz.net/rtt/public/resource/gtfs.zip	City of Racine, Wisconsin	50006	TRUE
https://www.riderta.com/sites/default/files/gtfs/latest/google_transit.zip	The Greater Cleveland Regional Transit Authority	50015	TRUE
http://Proc.greaterdaytonrta.org/gtfs/google_transit.zip	Greater Dayton Regional Transit Authority	50017	TRUE
https://buztrakr.com/gtfs	City of Middletown	50019	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11869/SCAT_GTFS.zip	City of Springfield, Ohio	50020	TRUE
https://download.matbus.com/1/gtfs.zip	City of Moorhead	50026	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11684/BMTA_GTFS.zip	Bay Metropolitan Transit Authority	50029	TRUE
https://apps1.smartbus.org/gtfs/SMART_GTFS.zip	Suburban Mobility Authority for Regional Transportation	50031	TRUE
https://connect.ridetherapid.org/InfoPoint/gtfs-zip.ashx	Interurban Transit Partnership	50033	TRUE
https://muskegon.connexionz.net/rtt/public/resource/gtfs.zip	County of Muskegon	50037	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11867/METS_GTFS.zip	City of Evansville	50043	TRUE
https://www.indygo.net/wp-content/plugins/wp-gtfs/feed/gtfs.zip	Indianapolis and Marion County Public Transportation	50050	TRUE
http://macog.com/google/transpo/google_transit.zip	South Bend Public Transportation Corporation	50052	TRUE
https://www.mitsbus.org/wp-content/uploads/2016/11/GTFS.zip	Muncie Indiana Transit System	50054	TRUE
https://developer.mtd.org/gtfs/google_transit.zip	Champaign-Urbana Mass Transit District	50060	TRUE
https://www.rcrpc.org/_files/archives/4d4050_1deae5fbed4b49ba819eadc8cb854d66.zip?dn=GTFS%20Data%20Files.zip	Richland County Transit	50090	TRUE
https://www.acrta.com/wp-content/uploads/2024/05/acrta_gtfs.zip	Lima Allen County Regional Transit Authority	50093	TRUE
https://data.trilliumtransit.com/gtfs/megabus-us/megabus-us.zip	City of Waukesha 	50096	TRUE
https://data.trilliumtransit.com/gtfs/jts-wi-us/jts-wi-us.zip	City of Janesville	50108	TRUE
https://www.pacebus.com/gtfsdownload	Pace, the Suburban Bus Division of the Regional Transportation Authority	50113	TRUE
https://schedules.metrarail.com/gtfs/schedule.zip	Northeast Illinois Regional Commuter Railroad Corporation	50118	TRUE
http://www.detroitmi.gov/Portals/0/docs/deptoftransportation/pdfs/ddot_gtfs.zip	City of Detroit 	50119	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/5972/svrta_draft.zip	Steel Valley Regional Transit Authority	50142	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11767/CityofKokomo_Transit.zip	City of Kokomo	50145	TRUE
https://macog.com/google/google_transit.zip	Michiana Area Council of Governments	50149	TRUE
https://transit.lickingcounty.gov/api/exports/gtfs	Licking County, Ohio	50163	TRUE
https://mjcaction.com/MJC_GTFS_Public/sandusky_google_transit.zip?x50789	City of Sandusky	50164	TRUE
https://cityofdekalb.com/DocumentCenter/View/16573/cityofdekalb-il-us-091223	City of DeKalb	50176	TRUE
https://content.mankatomn.gov/transit/google_transit.zip	City of Mankato 	50205	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11596/CIRTA_GTFS.zip	Central Indiana Regional Transportation Authority 	50209	TRUE
https://api.transloc.com/gtfs/wiu.zip	City of Macomb	50232	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11707/GoogleTR.zip	Isabella County Transportation Commission	50244	TRUE
https://protect2.fireeye.com/v1/url?k=31323334-50bba2bf-31367a34-4544474f5631-e85430e8640e3291&q=1&e=ad46c497-6dc8-48a2-be7f-40f7f87ae1d0&u=https%3A%2F%2Frapid.nationalrtap.org%2FGTFSFileManagement%2FUserUploadFiles%2F11554%2Frvt_gtfs.zip	City of Richmond	50249	TRUE
https://protect2.fireeye.com/v1/url?k=31323334-50bba2bf-31367a34-4544474f5631-5611d03cd1eefc3f&q=1&e=69d1dfca-6596-4224-a2c4-fa9ac8a440ea&u=https%3A%2F%2Fridesolution.org%2Fwp-content%2Fuploads%2F2024%2F04%2FRide_Solution-WATSGTFSFeed.zip	Four Rivers Resource Services	50276	TRUE
https://www.casstransit.com/feeds/GTFS/CassGTFSFeed.zip	Cass County Council on Aging 	50281	TRUE
https://img1.wsimg.com/blobby/go/c8af6a6d-67d8-4429-b7ec-3fefc453da10/downloads/KPTA_GTFS.zip?ver=1715188985751	Kalkaska Public Transit Authority	50282	TRUE
https://protect2.fireeye.com/v1/url?k=31323334-50bba2bf-31367a34-4544474f5631-04de75e19f519d98&q=1&e=059baf10-646f-408f-8ebb-0de607915634&u=http%3A%2F%2Fwww.washingtonin.us%2Fegov%2Fapps%2Fdocument%2Fcenter.egov%3Fview%3Ditem%26id%3D680	City of Washington	50302	TRUE
http://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11388/gtfs.zip	South Central Illinois Mass Transit District	50327	TRUE
https://www.brsinc.org/s/BRSFeed.zip	Blue River Services 	50347	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11734/gtfstransit.zip	City of Houghton	50386	TRUE
https://www.batabustracker.com/gtfs	Bay Area Transportation Authority	50413	TRUE
https://protect2.fireeye.com/v1/url?k=31323334-50bba2bf-31367a34-4544474f5631-fd70cc567f317762&q=1&e=f82a95c8-ea90-40c7-9ce2-8281365f099a&u=https%3A%2F%2Frapid.nationalrtap.org%2FGTFSFileManagement%2FUserUploadFiles%2F11837%2FMTS_Upload.zip	City of Marion 	50485	TRUE
https://gis.ci.galesburg.il.us/cityofgalesburg-il-us.zip	City of Galesburg	50502	TRUE
https://drive.usercontent.google.com/u/0/uc?id=1TQAcBlvne5ARkMhMXkR3fbLXrh4uQHf7&export=download	University of Minnesota	50515	TRUE
https://srv.mvta.com/InfoPoint/gtfs-zip.ashx	Minnesota Valley Transit Authority	50519	TRUE
https://rapid.nationalrtap.org/gtfsfilemanagement/useruploadfiles/11500/google-gtfs-transit.zip	Lac du Flambeau Band of Lake Superior Chippewa Indians	55300	TRUE
https://api.transloc.com/gtfs/twostory.zip	City of Milwaukee	55312	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11725/GTFS.zip	City of El Paso	60006	TRUE
https://gtfsdata.ridetm.org/gtfs/fwtatransitdata.zip	Fort Worth Transportation Authority	60007	TRUE
https://www.viainfo.net/BusService/google_transit.zip	VIA Metropolitan Transit	60011	TRUE
https://america.usetransit.com/api/1/public/gtfs/31/gtfs.zip?token=0bcf57ebd588bd7749168808071d365973b45d1d8	City of Lake Charles	60023	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11288/atrans_gtfs.zip	City of Alexandria	60025	TRUE
https://www.norta.com/RTA/media/GTFS/GTFS.zip	New Orleans Regional Transit Authority	60032	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11741/google_fallsridetransit.zip	City of Wichita Falls 	60035	TRUE
https://api.transloc.com/gtfs/citylink.zip	City of Abilene 	60040	TRUE
https://data.texas.gov/download/r4v4-vz24/application%2Fzip	Capital Metropolitan Transportation Authority	60048	TRUE
https://gtfs.ccrta.cadavl.com/CCRTA/GTFS/GTFS_CCRTA.zip	Corpus Christi Regional Transportation Authority	60051	TRUE
https://www.dart.org/transitdata/archive/V502-186-187-20240219.ZIP	Dallas Area Rapid Transit	60056	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11870/sbp_sburt_gtfs.zip	St. Bernard Parish	60058	TRUE
https://passio3.com/UofArkansas/passioTransit/gtfs/google_transit.zip	University of Arkansas, Fayetteville	60062	TRUE
https://www.ozark.org/_files/archives/55d1f9_65e0e1335fc2479d84928e3053c37fe6.zip?dn=ORT%20GTFS%20File%20May%2021%202024%20google_transit.zip	Ozark Regional Transit	60072	TRUE
https://urb.mecatran.com/urb/ws/feed/c2l0ZT1zYW50YWZlLXRyYWlscztjbGllbnQ9c2VsZjtleHBpcmU9O3R5cGU9Z3RmcztrZXk9MDU2ZjZiMGY2NDM3NDUxYTVmNjEwNDQwNzU2NTM4NGMwMDI0N2M0Ng==	City of Santa Fe	60077	TRUE
https://america.usetransit.com/api/1/public/gtfs/7/gtfs.zip?token=987dbc22d5980a4be397675617103334454552804	Terrebonne Parish Consolidated Government	60080	TRUE
https://cloud.longviewtexas.gov/maps/LongviewTransitGTFS/LongviewTransitGTFS.zip	City of Longview	60081	TRUE
https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11783/FST_GTFS.zip	City of Fort Smith	60086	TRUE
